condition,unit,D_to_A
prefill_restore_randimg_dst,31,0.9908775687217712
prefill_restore_randimg_dst,32,1.0000288486480713
prefill_restore_randimg_dst,33,0.9971888065338135
prefill_restore_randimg_dst,34,0.9876757860183716
prefill_restore_randimg_dst,35,0.9439973831176758
prefill_restore_randimg_dst,36,0.9929711222648621
prefill_restore_randimg_dst,37,0.9933675527572632
prefill_restore_randimg_dst,38,0.9978145956993103
prefill_restore_randimg_dst,39,0.991047203540802
prefill_restore_randimg_dst,40,0.9993281364440918
prefill_restore_randimg_dst,41,0.999167263507843
prefill_restore_randimg_dst,42,0.9997138977050781
prefill_restore_randimg_dst,43,0.9995117783546448
prefill_restore_randimg_dst,44,0.9991759657859802
prefill_restore_randimg_dst,45,0.993012547492981
prefill_restore_randimg_dst,46,1.0000272989273071
prefill_restore_randimg_dst,47,0.9974981546401978
prefill_restore_randimg_dst,48,0.9965527653694153
prefill_restore_randimg_dst,49,0.996658205986023
prefill_restore_randimg_dst,50,0.9995480179786682
prefill_restore_randimg_dst,51,1.0042232275009155
prefill_restore_randimg_dst,52,1.0008893013000488
prefill_restore_randimg_dst,53,0.9977006912231445
prefill_restore_randimg_dst,54,0.9970530271530151
prefill_restore_randimg_dst,55,0.9943668246269226
prefill_restore_randimg_dst,56,0.9872409105300903
prefill_restore_randimg_dst,57,0.9828705191612244
prefill_restore_randimg_dst,58,1.0094385147094727
prefill_restore_randimg_dst,59,0.8998701572418213
prefill_restore_randimg_dst,60,1.0047028064727783
prefill_restore_randimg_dst,61,1.012712001800537
prefill_restore_randimg_dst,62,0.9990294575691223
prefill_restore_randimg_dst,63,0.9985092878341675
prefill_restore_randimg_dst,64,0.9993646144866943
prefill_restore_randimg_dst,65,0.9982918500900269
prefill_restore_randimg_dst,66,0.9972268342971802
prefill_restore_randimg_dst,67,1.0018190145492554
prefill_restore_randimg_dst,68,0.9993975758552551
prefill_restore_randimg_dst,69,0.9997794032096863
prefill_restore_randimg_dst,70,0.998991847038269
prefill_restore_randimg_dst,71,0.9997775554656982
prefill_restore_randimg_dst,72,0.9729177951812744
prefill_restore_randimg_dst,73,0.9879629611968994
prefill_restore_randimg_dst,74,0.9760490655899048
prefill_restore_randimg_dst,75,0.9945058226585388
prefill_restore_randimg_dst,76,1.000890851020813
prefill_restore_randimg_dst,77,1.000203013420105
prefill_restore_randimg_dst,78,0.989783763885498
prefill_restore_randimg_dst,79,0.8999876379966736
prefill_restore_randimg_dst,80,1.0006475448608398
prefill_restore_randimg_dst,81,0.999175488948822
prefill_restore_randimg_dst,82,0.99898362159729
prefill_restore_randimg_dst,83,0.9991480112075806
prefill_restore_randimg_dst,84,0.9998576641082764
prefill_restore_randimg_dst,85,0.9999216794967651
prefill_restore_randimg_dst,86,0.9995153546333313
prefill_restore_randimg_dst,87,0.9993752241134644
prefill_restore_randimg_dst,88,0.9999555945396423
prefill_restore_randimg_dst,89,0.9998725652694702
prefill_restore_randimg_dst,90,0.9957044124603271
prefill_restore_randimg_dst,91,0.9947395920753479
prefill_restore_randimg_dst,92,0.9980741143226624
prefill_restore_randimg_dst,93,0.9987214207649231
prefill_restore_randimg_dst,94,0.9984613060951233
prefill_restore_randimg_dst,95,0.9983903765678406
prefill_restore_randimg_dst,96,0.9959841370582581
prefill_restore_randimg_dst,97,0.9953552484512329
prefill_restore_randimg_dst,98,0.9995018243789673
prefill_restore_randimg_dst,99,0.9927151799201965
prefill_restore_randimg_dst,100,0.9922817349433899
prefill_restore_randimg_dst,101,1.0034701824188232
prefill_restore_randimg_dst,102,0.9995898604393005
prefill_restore_randimg_dst,103,0.9992582201957703
prefill_restore_randimg_dst,104,1.0248435735702515
prefill_restore_randimg_dst,105,1.0098384618759155
prefill_restore_randimg_dst,106,1.0006790161132812
prefill_restore_randimg_dst,107,0.997256338596344
prefill_restore_randimg_dst,108,1.006761908531189
prefill_restore_randimg_dst,109,0.9748520851135254
prefill_restore_randimg_dst,110,0.9982584714889526
prefill_restore_randimg_dst,111,0.9819862246513367
prefill_restore_randimg_dst,112,0.9992514848709106
prefill_restore_randimg_dst,113,0.9886528253555298
prefill_restore_randimg_dst,114,0.9943949580192566
prefill_restore_randimg_dst,115,0.9678249955177307
prefill_restore_randimg_dst,116,1.0001627206802368
prefill_restore_randimg_dst,117,0.9972710609436035
prefill_restore_randimg_dst,118,0.9998869299888611
prefill_restore_randimg_dst,119,0.9981163144111633
prefill_restore_randimg_dst,120,0.9990929365158081
prefill_restore_randimg_dst,121,0.9969460368156433
prefill_restore_randimg_dst,122,0.999008297920227
prefill_restore_randimg_dst,123,0.9993184208869934
prefill_restore_randimg_dst,124,0.9994848370552063
prefill_restore_randimg_dst,125,0.99751877784729
prefill_restore_randimg_dst,126,1.0002896785736084
prefill_restore_randimg_dst,127,0.9998851418495178
prefill_restore_randimg_dst,128,0.9843348264694214
prefill_restore_randimg_dst,129,0.9051065444946289
prefill_restore_randimg_dst,130,0.9994170069694519
prefill_restore_randimg_dst,131,0.9965251684188843
prefill_restore_randimg_dst,132,0.9986807107925415
prefill_restore_randimg_dst,133,0.9895641207695007
prefill_restore_randimg_dst,134,0.9940057396888733
prefill_restore_randimg_dst,135,0.9990960359573364
prefill_restore_randimg_dst,136,1.001404881477356
prefill_restore_randimg_dst,137,0.9958783388137817
prefill_restore_randimg_dst,138,0.9995356798171997
prefill_restore_randimg_dst,139,0.9957115650177002
prefill_restore_randimg_dst,140,0.9989064931869507
prefill_restore_randimg_dst,141,0.9894245862960815
prefill_restore_randimg_dst,142,0.9994288086891174
prefill_restore_randimg_dst,143,0.9964454174041748
prefill_restore_randimg_dst,144,1.0002844333648682
prefill_restore_randimg_dst,145,0.984160304069519
prefill_restore_randimg_dst,146,1.003667950630188
prefill_restore_randimg_dst,147,0.9900244474411011
prefill_restore_randimg_dst,148,0.9998366236686707
prefill_restore_randimg_dst,149,0.9445338249206543
